w_ch1;w_ch2;w_ch3
5,22E+01;3,77E+01;0.5187988
5,68E+00;4,01E+01;0.5340576
6,44E+01;1,54E+01;0.4730225
6,52E+01;-9,77E+00;0.579834
6,62E+01;-3,01E+01;0.4425049
6,56E+00;-3,28E+00;0.4425049
7,10E+01;-2,72E+01;0.4882812
7,22E+01;-1,88E+01;0.7171631
7,45E+01;-7,93E-01;0.579834
7,40E+01;5,95E+00;0.4577637
7,46E+01;1,07E+01;0.3356934
7,54E+01;1,05E+01;0.4882812
7,13E+01;1,16E+01;0.5340576
7,25E+01;8,85E+00;0.4730225
6,91E+01;-2,90E-01;0.4119873
6,84E+01;-8,09E+00;0.5645752
6,90E+01;-9,31E+00;0.5645752
7,05E+00;1,53E+00;0.6103516
6,52E+01;8,70E-01;0.6256104
6,87E+01;3,07E+01;0.4119873
7,28E+01;3,22E+01;0.6713867
7,11E+01;1,95E+01;0.7019043
7,10E+01;3,51E+00;0.5187988
6,81E+00;-4,88E+00;0.6866455
6,88E+01;-2,75E+00;0.7019043
6,41E+01;-6,26E+00;0.7019043
6,59E+01;-4,43E+00;0.7324219
6,67E+01;4,27E+00;0.5340576
6,33E+01;1,83E+01;0.6408691
6,55E+00;3,56E+01;0.5645752
6,30E+00;3,92E+01;0.3814697
6,53E+01;2,21E+01;0.5645752
5,89E+01;1,22E+01;0.4882812
6,44E+01;6,71E+00;0.579834
6,64E+01;-1,16E+01;0.6103516
6,71E+01;-2,23E+01;0.6561279
6,71E+01;-1,63E+01;0.50354
6,48E+01;-1,14E+01;0.6256104
6,55E+00;-1,95E+01;0.579834
6,26E+01;-2,32E+01;0.6103516
6,35E+01;-1,31E+01;0.7324219
6,56E+00;7,63E+00;0.7324219
6,67E+01;1,33E+01;0.5950928
6,47E+01;1,24E+01;0.5187988
6,36E+01;1,43E+01;0.5493164
6,76E+01;7,93E-01;0.5493164
6,48E+01;-6,41E+00;0.579834
6,68E+00;-2,29E+01;0.4882812
6,87E+01;-1,24E+01;0.6561279
6,73E+01;9,16E-01;0.4272461
6,76E+01;-1,36E+01;0.5340576
7,11E+01;9,16E-01;0.6561279
7,58E+01;3,72E+01;0.5187988
7,78E+01;3,98E+01;0.3967285
8,15E+01;3,22E+01;0.7324219
7,61E+01;2,26E+01;0.579834
7,28E+01;2,01E+00;0.6103516
6,00E+01;1,92E+01;0.6256104
5,89E+01;8,54E+00;0.4730225
5,69E+01;-9,77E+00;0.7019043
5,58E+01;-5,34E+00;0.4730225
5,43E+01;7,48E+00;0.4577637
5,54E+01;1,36E+01;0.579834
5,65E+01;2,29E+01;0.5340576
6,73E+01;1,36E+01;0.4425049
7,20E+01;-1,98E+00;0.5340576
6,87E+01;-1,39E+00;0.50354
6,55E+00;7,32E+00;0.6103516
6,85E+01;1,72E+01;0.4577637
6,67E+01;3,07E+01;0.5645752
6,42E+00;2,73E+01;0.5187988
6,03E+01;1,07E+01;0.4577637
6,47E+01;1,45E+01;0.579834
6,33E+01;2,23E+01;0.6103516
6,16E+01;1,86E+01;0.5493164
7,13E+01;1,68E+01;0.7476807
6,91E+01;1,21E+01;0.6408691
5,87E+01;-2,44E+00;0.5493164
6,27E+01;-3,66E+00;0.579834
6,85E+01;6,56E+00;0.6866455
7,22E+01;1,14E+01;0.5950928
7,69E+00;1,89E+00;0.5645752
8,04E+01;2,47E+01;0.4272461
6,58E+01;1,25E+01;0.5187988
5,57E+01;7,93E-01;0.6256104
5,51E+01;1,02E+01;0.5645752
6,21E+01;9,77E+00;0.6103516
5,98E+01;1,01E+00;0.6408691
5,51E+01;-3,36E+00;0.5187988
4,97E+01;-9,92E+00;0.3967285
4,70E+01;3,97E+00;0.5950928
4,55E+01;1,62E+01;0.4272461
5,31E+01;2,18E+01;0.6408691
5,31E+01;2,55E+01;0.7629395
5,71E+01;2,44E+01;0.6103516
6,32E+01;2,35E+01;0.5187988
5,71E+01;1,42E+01;0.4730225
6,09E+01;1,28E+01;0.4577637
5,78E+01;7,02E+00;0.579834
6,07E+01;-9,77E+00;0.5950928
6,21E+01;-2,23E+01;0.7629395
6,70E+01;1,22E+00;0.3967285
5,71E+01;3,72E+01;0.4882812
5,81E+01;7,46E+01;0.3967285
7,03E+01;7,10E+01;0.5645752
6,91E+01;6,35E+01;0.6713867
6,58E+01;5,68E+00;0.4425049
5,49E+01;2,94E+01;0.5340576
6,23E+01;4,03E+00;0.5340576
4,10E+01;3,31E+01;0.4272461
2,35E+01;4,29E+00;0.50354
8,39E+00;4,64E+01;0.4882812
1,50E+01;3,88E+01;0.6103516
3,66E+00;1,07E+01;0.5493164
5,81E+01;-1,05E+01;0.6713867
9,00E+01;-2,37E+01;0.6103516
0.0001237488;-2,78E-01;0.6256104
0.0001211548;-3,91E+00;0.5950928
0.0001174927;-3,40E+00;0.4730225
0.0001100159;-2,35E+01;0.5340576
9,54E+01;-2,59E+01;0.6103516
8,13E+01;-2,38E+01;0.4577637
6,90E+01;-2,47E+01;0.6408691
6,87E+01;2,14E-01;0.5493164
6,52E+01;-4,73E+00;0.3509521
6,87E+01;3,81E+00;0.4730225
6,48E+01;1,80E+01;0.6713867
6,26E+01;2,58E+01;0.6408691
6,97E+01;1,11E+01;0.6408691
6,47E+01;3,05E-01;0.5187988
6,30E+00;-1,53E+00;0.5493164
6,10E+01;-1,07E+00;0.5340576
6,16E+01;3,17E+01;0.5340576
5,63E+01;7,22E+01;0.3662109
5,63E+01;9,67E+01;0.3967285
4,73E+01;0.0001062012;0.50354
4,38E+01;9,87E+01;0.5645752
4,01E+01;7,81E-01;0.6713867
4,15E+01;8,21E+01;0.6408691
3,92E+01;8,50E+01;0.5187988
4,26E+01;2,59E+01;0.5645752
6,29E+01;-3,78E+00;0.50354
6,73E+01;-8,39E+01;0.5645752
7,16E+01;-0.0001057434;0.5187988
7,64E+01;-0.0001112366;0.579834
6,67E+01;-9,49E+01;0.5493164
5,55E+01;-0.0001057434;0.579834
5,52E+01;-8,39E+01;0.6866455
5,69E+01;-5,17E+00;0.4577637
5,86E+01;-9,16E+00;0.6866455
5,48E+01;2,23E+01;0.5645752
5,19E+01;2,56E+01;0.6103516
4,24E+01;1,98E+01;0.6103516
4,07E+01;8,09E+00;0.50354
5,04E-01;9,61E+00;0.4730225
5,28E+01;3,65E+01;0.5493164
4,85E+01;3,23E+01;0.5340576
7,48E+01;-4,88E+00;0.5645752
0.0001174927;-3,17E+01;0.7019043
0.0001274109;4,27E+00;0.5645752
0.0001164246;2,59E+01;0.6103516
8,30E+01;3,49E+01;0.5187988
7,42E+01;4,81E+01;0.4119873
5,75E+01;3,51E+01;0.5340576
5,45E+01;5,78E+01;0.5645752
4,32E+01;8,33E+01;0.6103516
2,85E+01;8,16E+01;0.5493164
2,91E+01;7,08E+01;0.6408691
3,28E+00;3,52E+00;0.5645752
5,42E+00;2,38E+01;0.5493164
6,96E+01;-9,61E+00;0.5493164
0.0001167297;-7,02E+00;0.5493164
0.0001295471;-4,79E+00;0.5493164
0.000118103;-8,12E+01;0.5340576
0.0001171875;-7,52E+01;0.6408691
0.0001220703;-4,79E+00;0.4577637
0.0001269531;-2,40E+00;0.5950928
0.0001094055;1,54E+01;0.5645752
7,71E+01;7,32E+01;0.50354
7,17E+01;0.0001213074;0.7171631
5,63E+01;0.0001423645;0.6256104
6,15E+01;0.0001605225;0.5950928
8,06E+01;0.0001229858;0.6408691
0.0001042175;5,05E+01;0.3814697
0.000110321;1,39E+00;0.6561279
9,60E+01;-3,05E+01;0.6713867
8,09E+01;-7,05E+00;0.5187988
8,47E+01;-9,34E+01;0.5950928
8,74E+01;-0.000135498;0.6408691
9,40E+01;-0.0001487732;0.7019043
8,44E+01;-0.0001318359;0.5493164
5,97E+01;-0.0001237488;0.6561279
4,90E+01;-0.0001019287;0.50354
4,61E+01;-0.0001068115;0.5493164
5,51E+01;-9,46E+01;0.5493164
5,94E+01;-6,88E+01;0.6561279
7,80E+01;-1,98E+01;0.50354
0.0001145935;6,71E+00;0.5645752
0.0001039124;-1,40E+01;0.6103516
8,67E+01;-1,51E+00;0.6713867
7,32E+01;-7,17E+00;0.6103516
6,18E+00;2,55E+01;0.579834
5,36E+01;6,76E+01;0.5645752
5,25E+01;8,26E+01;0.6713867
5,17E+00;4,58E+01;0.6256104
5,62E+01;3,60E+01;0.5493164
6,12E+01;3,75E+01;0.7019043
5,81E+01;5,00E+01;0.50354
5,13E+01;5,69E+01;0.4119873
4,71E+01;1,92E+01;0.6256104
5,00E+01;-1,77E+01;0.4882812
5,43E+01;-3,71E+01;0.6103516
5,14E+01;-3,34E+01;0.5340576
5,69E+01;-3,07E+01;0.3204346
5,74E+01;-2,93E+01;0.6103516
6,39E+01;-5,49E+01;0.50354
6,55E+00;-6,23E+01;0.5493164
7,77E+01;-3,62E+01;0.7629395
7,14E+01;3,05E-01;0.7629395
6,18E+00;3,97E+01;0.5187988
4,71E+01;5,54E+01;0.7324219
4,52E+01;6,53E+01;0.7324219
4,87E+01;4,58E+01;0.6866455
5,39E+01;2,44E+00;0.5340576
5,91E+01;-1,69E+01;0.4577637
8,68E+01;-3,48E+01;0.5340576
8,85E+01;-3,74E+01;0.5187988
9,28E+01;-5,29E-01;0.5340576
8,73E+01;-4,27E+01;0.7019043
8,88E+01;-2,82E+01;0.4272461
7,71E+01;-1,75E+01;0.5340576
7,17E+01;-1,31E+01;0.6256104
6,06E+01;5,19E+00;0.7171631
5,29E-01;1,71E+01;0.6103516
4,75E+01;4,18E+01;0.5340576
4,46E+01;5,52E+01;0.7019043
4,94E+01;3,88E+01;0.50354
6,88E+01;1,86E+01;0.6561279
7,08E+01;1,13E+00;0.6256104
7,46E+01;2,03E+01;0.5645752
7,72E+01;1,66E+01;0.4577637
6,77E+01;2,59E+01;0.4272461
6,06E+01;6,24E+01;0.5645752
6,21E+01;8,38E+01;0.5187988
6,59E+01;8,87E+01;0.5187988
8,16E+01;7,68E+01;0.4577637
7,43E+00;5,26E+01;0.5645752
7,63E+01;3,31E+01;0.6561279
7,28E+01;5,65E+00;0.5645752
6,81E+00;-4,94E+01;0.5645752
8,59E+01;-8,68E+01;0.5493164
0.0001573181;-9,69E+01;0.6408691
0.000211792;-9,35E+01;0.4882812
0.0002096558;-9,23E+01;0.6408691
0.0001994324;-8,26E+01;0.5340576
0.0001924133;-6,82E+01;0.6408691
0.0001821899;-5,54E+01;0.6408691
0.0001727295;-3,94E+01;0.4577637
0.0001651001;-3,49E+01;0.4730225
0.0001545715;-1,88E+01;0.4730225
0.0001542664;-1,17E+01;0.6866455
0.0001467895;-3,97E+00;0.5340576
0.0001394653;2,29E+00;0.579834
0.0001322937;8,70E-01;0.5493164
0.0001277161;1,13E+00;0.7324219
0.0001242065;9,16E+00;0.4730225
0.0001200867;7,63E+00;0.6561279
0.0001141357;8,39E+00;0.5950928
0.0001083374;6,10E+00;0.6561279
0.0001017761;1,07E+00;0.4882812
9,80E+01;-2,14E-01;0.5187988
9,64E+01;-7,63E-01;0.793457
9,20E+00;-4,58E-01;0.5493164
9,16E+01;1,68E+00;0.5493164
8,33E+01;1,83E+00;0.5950928
7,93E+00;4,43E+00;0.50354
7,42E+01;6,41E+00;0.6256104
7,06E+00;4,88E+00;0.793457
6,76E+01;1,98E+00;0.6713867
7,55E-01;-1,22E+00;0.6866455
8,24E+01;-1,22E+00;0.6866455
8,36E+01;-1,68E+00;0.4882812
8,15E+01;-7,93E-01;0.579834
8,67E+01;-1,83E+01;0.4272461
7,75E+01;-2,29E+01;0.4730225
7,39E+01;-1,74E+01;0.7781982
7,54E+01;9,16E-01;0.6713867
7,64E+01;1,36E+01;0.6103516
8,07E+01;1,92E+01;0.5493164
7,45E+01;1,56E+01;0.3662109
7,37E+01;1,68E+01;0.6103516
7,72E+01;1,79E+01;0.579834
7,26E+01;1,19E+01;0.4577637
6,97E+01;1,04E+01;0.5493164
6,65E+01;1,16E+01;0.6408691
6,42E+00;7,78E+00;0.6408691
6,39E+01;9,16E-01;0.5340576
6,29E+01;-3,05E-01;0.5493164
5,83E+01;-1,37E+00;0.6713867
6,07E+01;-1,37E+00;0.4730225
5,80E+00;-5,34E+00;0.5493164
6,01E+01;-9,61E+00;0.5187988
6,04E+01;-1,16E+01;0.5493164
6,07E+01;-1,24E+01;0.4882812
5,89E+01;-1,46E+01;0.7171631
3,49E+01;-1,54E+01;0.5187988
3,62E+01;-1,46E+01;0.4577637
3,83E+01;-1,45E+01;0.6561279
4,04E+01;-1,31E+01;0.3662109
4,07E+01;-1,53E+01;0.3814697
4,43E+01;-1,56E+01;0.5493164
4,50E+01;-1,53E+01;0.6866455
4,12E+01;-1,53E+01;0.5950928
4,20E+01;-8,70E-01;0.4882812
4,21E+01;-6,87E+00;0.6866455
4,78E+01;-6,10E+00;0.5493164
5,05E+01;-3,81E+00;0.7019043
4,81E+01;4,58E-01;0.5950928
4,32E+01;2,14E-01;0.579834
4,33E+01;2,59E+00;0.6713867
4,41E+00;-9,16E-01;0.6103516
4,59E+01;-9,16E-01;0.6256104
4,61E+01;1,53E-01;0.5645752
4,39E+01;1,83E+00;0.5645752
4,43E+01;3,97E+00;0.5493164
4,41E+00;6,10E+00;0.6408691
4,49E+01;8,24E+00;0.5187988
4,55E+01;1,10E+01;0.5645752
4,36E+01;1,14E+01;0.5340576
4,33E+01;9,00E+00;0.4730225
4,47E+01;1,36E+01;0.7019043
4,84E+01;1,19E+01;0.6103516
4,64E+01;1,27E+01;0.7476807
4,79E+00;6,87E+00;0.5340576
4,52E+01;-1,98E+00;0.4119873
4,64E+01;-9,46E+00;0.5187988
4,38E+01;-1,16E+01;0.6713867
4,47E+01;-2,11E+01;0.4730225
3,94E+01;-2,46E+01;0.50354
4,47E+01;-2,18E+01;0.5645752
4,52E+01;-2,44E+01;0.579834
4,32E+01;-2,17E+01;0.5340576
4,35E+01;-1,54E+01;0.5950928
4,68E+01;-1,08E+01;0.5340576
4,35E+01;-8,24E+00;0.4882812
4,21E+01;-4,73E+00;0.5950928
4,09E+01;-5,19E+00;0.6408691
4,32E+01;-4,73E+00;0.6408691
4,41E+00;-7,93E-01;0.5340576
4,24E+01;-6,71E+00;0.5493164
4,23E+01;-4,27E+00;0.5187988
4,15E+01;-3,05E-01;0.4882812
3,65E+01;8,85E+00;0.6408691
4,30E+01;1,45E+01;0.6866455
4,17E+01;1,77E+01;0.579834
4,10E+01;1,88E+01;0.6408691
4,15E+01;1,75E+01;0.5493164
4,03E+00;1,63E+01;0.4425049
3,78E+00;1,62E+01;0.5645752
3,80E+01;1,54E+01;0.6256104
3,77E+01;1,13E+00;0.7019043
3,63E+01;1,07E+01;0.4882812
3,77E+01;6,26E+00;0.50354
3,80E+01;6,87E+00;0.5645752
3,74E+01;4,88E+00;0.4882812
3,86E+01;6,10E+00;0.4577637
3,66E+00;7,17E+00;0.6561279
3,59E+01;6,71E+00;0.6256104
3,52E+00;5,65E+00;0.5645752
3,10E+01;5,65E+00;0.50354
2,87E+01;6,10E+00;0.6103516
3,19E+01;3,51E+00;0.3967285
3,89E+01;1,83E+00;0.5493164
3,43E+01;-1,22E+00;0.6561279
1,97E+01;-4,27E+00;0.4882812
2,52E-01;-5,04E+00;0.6256104
3,97E+00;-7,48E+00;0.6103516
-1,79E+01;-6,26E+00;0.7324219
-4,43E+01;-4,58E+00;0.6561279
-6,44E+01;-3,05E-01;0.4882812
-8,24E+01;4,12E+00;0.6408691
-0.0001060486;4,73E+00;0.6408691
-0.0001145935;2,59E+00;0.5187988
-0.0001094055;1,68E+00;0.579834
-8,88E+01;1,37E+00;0.5340576
-8,15E+01;6,10E-01;0.4882812
-7,81E-01;-1,68E+00;0.4272461
-6,81E+00;-3,66E+00;0.579834
-5,52E+01;-4,73E+00;0.7019043
-4,78E+01;-5,95E+00;0.6408691
-4,04E+01;-1,22E+00;0.4730225
-4,55E+01;-7,63E-01;0.5493164
-3,66E+00;-1,83E+00;0.5187988
-4,43E+01;-2,44E+00;0.5645752
-4,67E+01;-3,51E+00;0.5187988
-4,71E+01;-4,43E+00;0.6561279
-4,61E+01;-6,41E+00;0.5187988
-3,43E+01;-4,58E+00;0.579834
-1,10E+01;-2,44E+00;0.4577637
3,07E+01;-5,34E+00;0.5950928
1,86E+01;-6,56E+00;0.5493164
3,97E+00;-5,80E-01;0.6256104
1,50E+01;-8,39E+00;0.6408691
2,73E+01;-8,24E+00;0.6561279
2,58E+01;-7,32E+00;0.5493164
3,71E+01;-5,04E+00;0.4882812
2,72E+01;-2,90E-01;0.4730225
3,89E+01;-6,41E+00;0.6256104
4,49E+01;-5,34E+00;0.579834
3,54E+01;-1,22E+01;0.5340576
3,34E+01;-1,48E+01;0.3814697
3,07E+01;-1,66E+01;0.5340576
2,81E+01;-1,80E+01;0.5340576
2,46E+01;-1,86E+01;0.5187988
4,33E+01;-1,86E+01;0.3814697
4,29E+00;-2,33E+01;0.5340576
3,48E+01;-2,03E+01;0.579834
4,24E+01;-1,74E+01;0.6713867
4,43E+01;-1,59E+01;0.4425049
3,51E+01;-1,36E+01;0.8239746
2,40E+00;-1,16E+01;0.7019043
2,85E+01;-1,31E+01;0.5340576
3,02E+00;-1,24E+01;0.5187988
3,92E+01;-1,22E+01;0.5645752
5,00E+01;-1,04E+01;0.4577637
5,98E+01;-1,07E+01;0.6713867
6,44E+01;-1,07E+01;0.4730225
5,19E+01;-1,40E+01;0.4272461
2,93E+01;-1,50E+01;0.50354
2,78E-01;-1,33E+01;0.6408691
2,72E+01;-1,46E+01;0.579834
1,77E+01;-1,45E+01;0.6713867
1,24E+01;-1,68E+01;0.6103516
9,77E+00;-1,74E+01;0.4119873
2,58E+01;-1,39E+00;0.6713867
4,87E+01;-1,50E+01;0.3662109
4,38E+01;-1,53E+01;0.4730225
3,74E+01;-1,68E+01;0.5645752
3,60E+01;-1,89E+00;0.4272461
3,25E+01;-2,01E+00;0.6408691
2,58E+01;-1,68E+01;0.6103516
2,21E+01;-1,83E+01;0.6866455
2,94E+01;-1,98E+01;0.6256104
2,64E+01;-1,45E+01;0.5340576
3,16E+01;-1,50E+01;0.5493164
3,11E+01;-1,31E+01;0.6561279
3,57E+01;-9,00E+00;0.579834
3,45E+01;-1,31E+01;0.5950928
3,34E+01;-1,08E+01;0.4730225
3,56E+01;-1,40E+01;0.4882812
3,37E+01;-1,34E+01;0.5950928
3,30E+01;-1,74E+01;0.5950928
3,59E+01;-2,14E+00;0.5950928
3,81E+01;-1,92E+01;0.6561279
4,30E+01;-2,09E+01;0.6256104
3,52E+00;-2,04E+01;0.6408691
4,09E+01;-2,01E+00;0.5493164
3,92E+01;-1,92E+01;0.6103516
4,47E+01;-1,77E+01;0.5645752
5,26E+01;-1,71E+01;0.6103516
5,11E+01;-1,31E+01;0.4882812
5,98E+01;-1,16E+01;0.5645752
6,71E+01;-1,14E+01;0.5340576
6,44E+01;-1,22E+01;0.6256104
5,07E+01;-1,04E+01;0.3662109
4,53E+00;-1,45E+01;0.6256104
4,84E+01;-1,85E+01;0.6256104
4,93E+01;-1,56E+01;0.7324219
5,20E+01;-1,40E+01;0.4730225
5,08E+01;-1,16E+01;0.5493164
5,20E+01;-8,39E+00;0.5645752
5,05E+01;-7,78E+00;0.6103516
5,29E-01;-2,14E-01;0.5340576
5,22E+01;-1,07E+00;0.6866455
5,92E+00;9,16E-01;0.5493164
6,06E+01;-4,58E-01;0.5950928
5,84E+01;1,07E+00;0.7629395
5,74E+01;4,58E+00;0.7171631
5,51E+01;1,98E+00;0.6256104
5,26E+01;2,44E+00;0.5950928
4,23E+01;1,22E+00;0.6408691
4,14E+01;3,36E+00;0.4577637
4,52E+01;5,49E+00;0.5493164
4,33E+01;7,48E+00;0.8392334
4,61E+01;8,24E+00;0.4730225
5,29E-01;1,22E+01;0.5950928
7,19E+00;1,13E+00;0.5340576
8,24E+01;1,50E+01;0.6408691
7,03E+01;1,40E+01;0.50354
5,22E+01;1,28E+01;0.4577637
4,62E+01;1,39E+00;0.5340576
3,37E+01;1,40E+01;0.6561279
4,99E+01;1,19E+01;0.6561279
5,65E+01;7,93E-01;0.6866455
6,32E+01;5,95E+00;0.6103516
5,11E+01;4,88E+00;0.6713867
4,18E+01;4,88E+00;0.6103516
3,83E+01;6,71E+00;0.7171631
3,14E+00;6,71E+00;0.6408691
2,91E+01;7,93E-01;0.6103516
2,79E+01;9,77E+00;0.6103516
2,79E+01;1,37E+01;0.4577637
5,66E+01;1,04E+01;0.6713867
9,14E+01;1,48E+01;0.6561279
9,77E+01;1,50E+01;0.6561279
7,64E+01;9,46E+00;0.5645752
7,13E+01;7,02E+00;0.6103516
7,06E+00;2,29E+00;0.5340576
5,78E+01;2,29E+00;0.5645752
4,07E+01;3,05E+00;0.3662109
3,17E+01;4,43E+00;0.5950928
3,34E+01;6,87E+00;0.4577637
2,33E+01;5,34E+00;0.4577637
2,18E+01;4,58E+00;0.4730225
2,23E+01;4,88E+00;0.7171631
4,53E+00;7,93E-01;0.6103516
5,14E+01;7,78E+00;0.5493164
5,69E+01;3,36E+00;0.4730225
5,51E+01;2,59E+00;0.5340576
4,75E+01;-9,16E-01;0.5645752
3,54E+01;-2,14E-01;0.7476807
3,48E+01;-7,63E-01;0.5950928
2,93E+01;-2,29E+00;0.5493164
3,30E+01;3,05E+00;0.6256104
6,07E+01;4,43E+00;0.4272461
6,21E+01;3,36E+00;0.6713867
4,97E+01;2,90E-01;0.5645752
4,32E+01;3,97E+00;0.6256104
4,41E+00;4,12E+00;0.4425049
5,00E+01;3,81E+00;0.50354
5,13E+01;7,93E-01;0.5493164
5,17E+00;4,43E+00;0.5950928
6,16E+01;3,05E+00;0.5645752
4,96E+01;4,58E-01;0.6256104
3,42E+01;-2,29E+00;0.6103516
3,43E+01;-3,20E+00;0.6408691
3,63E+01;-2,14E-01;0.5645752
3,72E+01;-1,07E+00;0.6561279
4,20E+01;-1,53E-01;0.6103516
3,98E+01;3,81E+00;0.5187988
3,34E+01;1,98E+00;0.5645752
3,83E+01;2,44E+00;0.4119873
4,21E+01;4,27E+00;0.6866455
4,14E+01;5,49E+00;0.5645752
4,10E+01;4,73E+00;0.4730225
4,07E+01;4,88E+00;0.5950928
4,01E+01;2,59E+00;0.5187988
4,50E+01;4,43E+00;0.579834
4,20E+01;5,65E+00;0.4730225
4,09E+01;3,97E+00;0.5645752
3,85E+01;5,49E+00;0.6561279
3,83E+01;7,78E+00;0.4577637
4,27E+01;9,00E+00;0.6103516
5,46E+01;1,19E+01;0.4882812
5,86E+01;1,34E+01;0.6713867
5,25E+01;9,16E+00;0.5187988
4,87E+01;4,88E+00;0.50354
4,62E+01;2,44E+00;0.5645752
4,85E+01;2,29E+00;0.50354
5,33E+01;4,73E+00;0.6256104
5,29E-01;1,22E+00;0.5950928
4,93E+01;-2,44E+00;0.50354
5,19E+01;3,36E+00;0.5187988
5,58E+01;5,80E-01;0.5340576
5,48E+01;8,39E+00;0.50354
5,55E+01;9,77E+00;0.6866455
5,22E+01;8,39E+00;0.6408691
5,00E+01;7,32E+00;0.579834
4,29E+00;7,93E-01;0.4730225
3,85E+01;6,71E+00;0.5187988
3,72E+01;5,19E+00;0.50354
4,12E+01;1,53E+00;0.579834
4,49E+01;2,59E+00;0.6866455
5,16E+01;4,58E+00;0.4882812
7,77E+01;5,04E+00;0.6866455
7,16E+01;4,43E+00;0.579834
5,19E+01;3,97E+00;0.6103516
7,14E+01;6,10E+00;0.6256104
7,13E+01;4,12E+00;0.50354
6,13E+01;3,51E+00;0.7629395
5,14E+01;3,81E+00;0.3967285
5,54E+01;1,68E+00;0.5645752
6,18E+00;5,04E+00;0.5645752
7,49E+01;1,53E-01;0.5645752
7,22E+01;-6,10E-01;0.6408691
7,11E+01;-3,81E+00;0.50354
6,35E+01;-1,53E+00;0.4272461
5,69E+01;9,16E-01;0.6256104
6,21E+01;1,37E+00;0.5187988
5,74E+01;-1,07E+00;0.6408691
5,51E+01;-7,63E-01;0.6408691
6,38E+01;3,36E+00;0.5493164
5,54E+01;1,53E-01;0.5340576
6,90E+01;3,36E+00;0.6103516
6,62E+01;4,58E+00;0.4119873
7,81E-01;4,27E+00;0.50354
9,86E+01;6,41E+00;0.5493164
8,06E+01;4,43E+00;0.4730225
6,16E+01;-3,05E-01;0.6256104
7,16E+01;-3,51E+00;0.7019043
7,34E+01;-6,56E+00;0.5950928
6,27E+01;-6,87E+00;0.6103516
5,43E+01;-4,73E+00;0.5645752
4,97E+01;-5,49E+00;0.6103516
5,33E+01;-2,14E-01;0.5493164
7,32E+01;9,16E-01;0.50354
6,39E+01;1,53E+00;0.3967285
5,65E+01;2,75E+00;0.579834
4,68E+01;2,75E+00;0.7171631
5,05E+01;2,75E+00;0.5187988
4,36E+01;-1,53E+00;0.579834
4,78E+01;1,22E+00;0.6256104
4,50E+01;4,73E+00;0.5645752
6,09E+01;2,75E+00;0.5645752
6,45E+01;6,10E+00;0.5493164
7,17E+01;1,02E+01;0.5340576
8,74E+01;9,31E+00;0.579834
8,30E+01;9,77E+00;0.6713867
6,84E+01;1,16E+01;0.50354
6,71E+01;1,27E+01;0.4577637
6,03E+01;7,17E+00;0.5493164
3,98E+01;6,10E+00;0.4577637
2,84E+01;4,58E+00;0.6561279
3,69E+01;5,19E+00;0.50354
4,62E+01;7,32E+00;0.5187988
4,73E+01;4,58E+00;0.6408691
5,83E+01;3,81E+00;0.4272461
6,67E+01;3,36E+00;0.6866455
6,68E+00;3,05E+00;0.5493164
5,33E+01;4,58E+00;0.4882812
4,87E+01;4,43E+00;0.5340576
5,78E+01;7,63E+00;0.5187988
4,91E+00;5,34E+00;0.5645752
4,87E+01;6,71E+00;0.7324219
5,68E+00;7,78E+00;0.5187988
6,35E+01;1,27E+01;0.4272461
5,04E-01;7,63E+00;0.579834
3,74E+01;5,65E+00;0.6408691
2,70E+01;0;0.6408691
3,98E+01;1,53E-01;0.3967285
4,15E+01;-1,53E-01;0.50354
3,62E+01;-3,05E-01;0.6256104
3,95E+01;1,68E+00;0.5187988
4,88E+01;5,65E+00;0.4730225
5,28E+01;8,54E+00;0.5340576
4,61E+01;7,32E+00;0.6103516
3,89E+01;5,65E+00;0.6408691
6,71E+01;7,63E+00;0.579834
6,82E+01;2,44E+00;0.6866455
5,17E+00;2,44E+00;0.6103516
5,26E+01;-6,10E-01;0.5645752
5,29E-01;-3,05E-01;0.579834
5,36E+01;1,83E+00;0.4577637
5,80E+00;1,68E+00;0.4882812
4,70E+01;2,44E+00;0.579834
4,58E+01;3,20E+00;0.5950928
4,71E+01;5,95E+00;0.6713867
6,42E+00;7,02E+00;0.5645752
7,10E+01;1,13E+00;0.5187988
7,98E+01;9,00E+00;0.4425049
6,38E+01;4,43E+00;0.5187988
5,48E+01;7,48E+00;0.6408691
5,08E+01;4,58E-01;0.5493164
5,58E+01;1,22E+00;0.579834
5,62E+01;1,53E-01;0.6713867
5,84E+01;-1,68E+00;0.4882812
4,88E+01;-1,68E+00;0.4882812
4,91E+00;4,58E-01;0.7629395
4,68E+01;3,05E-01;0.5645752
5,13E+01;1,07E+00;0.6103516
4,04E+01;6,10E+00;0.4425049
3,85E+01;6,26E+00;0.4577637
3,45E+01;3,36E+00;0.5645752
2,55E+01;5,19E+00;0.5950928
4,84E+01;2,44E+00;0.50354
4,23E+01;4,43E+00;0.6103516
4,14E+01;4,27E+00;0.5493164
5,42E+00;1,83E+00;0.4730225
5,69E+01;0;0.4882812
5,37E+01;2,59E+00;0.6408691
5,20E+01;4,58E+00;0.5645752
4,43E+01;1,37E+00;0.4730225
4,20E+01;1,53E-01;0.5645752
4,67E+01;2,75E+00;0.6561279
5,23E+01;2,90E-01;0.5645752
5,10E+01;4,88E+00;0.579834
4,85E+01;5,95E+00;0.4119873
5,71E+01;5,34E+00;0.3967285
